month,OIL,COAL,COPPER,IRONORE,ALUMINIUM,PALMOIL,RUBBER,LNG,NICKEL,ZINC,COFFEEARABICA,COFFEEROBUSTA,LEAD,TIN,HARDWOOD,SOFTWOOD
2015-05-01,62.4995238095238,65.6712406015037,6294.77631578947,60.4285714285714,1804.03947368421,601.396540199213,83.5472779889505,9.04000000000000,13511.34210526320,2281.802631578950,158.1733333333330,94.3525000000000,1991.776315789470,15803.59210526320,842.461000000000,331.227088197556
2015-06-01,61.3030303030303,63.1047077922077,5833.01136363636,61.8409090909091,1687.72727272727,606.404488474595,82.9794228656618,8.79000000000000,12825.22727272730,2082.090909090910,159.7695454545450,96.8877272727273,1829.500000000000,15064.94318181820,847.747500000000,306.497303242454
2015-07-01,54.4311594202899,64.4832298136645,5456.75000000000,52.1739130434783,1639.50000000000,575.682129641201,74.3665575019731,9.32000000000000,11413.09782608700,2000.684782608700,153.2922727272730,92.7077272727273,1763.043478260870,15071.53260869570,848.074500000000,301.445251458127
2015-08-01,45.7203174603175,63.3932142857142,5127.30000000000,57.3333333333333,1548.12500000000,484.677591320546,64.4340664508838,10.16000000000000,10386.00000000000,1807.637500000000,158.7761904761900,91.9371428571428,1703.600000000000,15163.77500000000,849.982000000000,307.297508055854
2015-09-01,46.2868181818182,61.7654220779219,5217.25000000000,56.9772727272727,1589.60227272727,483.487307650792,59.5136576825031,10.01000000000000,9937.54545454545,1720.227272727270,147.6542857142860,87.9814285714286,1684.250000000000,15453.34090909090,836.738500000000,303.887882273991
2015-10-01,46.9574242424242,57.3306818181817,5216.09090909091,53.6590909090909,1516.48863636364,530.246639789742,59.0041903737688,10.37000000000000,10316.82954545450,1724.340909090910,153.8831818181820,88.6700000000000,1720.113636363640,15794.61363636360,835.812000000000,307.684005169849
2015-11-01,43.1309523809524,55.7780612244897,4799.90476190476,47.1904761904762,1467.89285714286,503.163620012229,55.4403933557711,9.40000000000000,9244.33333333333,1583.309523809520,148.9368421052630,88.6305263157895,1618.345238095240,14745.28571428570,828.618000000000,315.115750690820
2015-12-01,36.5552173913043,55.8658163265305,4638.83333333333,40.8826086956522,1497.20238095238,520.602567605653,56.5932753339200,10.15000000000000,8707.78571428571,1527.785714285710,149.8150000000000,86.3535714285714,1706.583333333330,14691.69047619050,816.846000000000,295.202177185061
2016-01-01,29.9182539682540,53.4289285714285,4471.78750000000,42.2047619047619,1481.10000000000,531.619442572607,55.3269951284122,8.46000000000000,8507.28750000000,1520.362500000000,146.3215789473680,81.9610526315790,1646.200000000000,13808.07500000000,785.617500000000,314.548648476213
2016-02-01,31.0538095238095,53.7816326530611,4598.61904761905,46.4857142857143,1531.26190476190,595.900683226908,57.0405020270829,7.99000000000000,8298.50000000000,1709.845238095240,148.9400000000000,81.1580000000000,1765.750000000000,15610.14285714290,780.113000000000,327.401793313070
2016-03-01,37.3395652173913,55.4352040816325,4953.79761904762,56.5391304347826,1531.01190476190,633.067782763729,65.6390175672410,8.01000000000000,8717.25000000000,1801.690476190480,156.9372727272730,83.1909090909091,1802.190476190480,16897.59523809520,775.044500000000,315.284083052232
2016-04-01,40.7493650793651,54.6586734693876,4872.73809523810,60.9666666666667,1571.22619047619,680.375486749158,78.0374201190487,6.68000000000000,8878.85714285714,1855.373809523810,154.2019047619050,87.6047619047619,1732.273809523810,17032.71428571430,780.004000000000,322.894970290401
2016-05-01,45.9810606060606,54.5271428571427,4694.53750000000,55.8863636363636,1550.62500000000,644.564789449039,75.9184932421137,6.81000000000000,8660.35000000000,1869.025000000000,155.4042857142860,91.0257142857143,1707.800000000000,16706.95000000000,792.048500000000,332.294699274514
2016-06-01,47.6871212121212,56.2285714285713,4641.96590909091,52.3409090909091,1593.50681818182,618.453034128718,71.6965446941588,7.08000000000000,8928.35227272727,2026.193181818180,165.8490909090910,92.6104545454546,1712.772727272730,16966.69318181820,774.717500000000,330.677101841667
2016-07-01,44.2241269841270,64.4183673469387,4864.90476190476,57.3095238095238,1629.04761904762,584.190132904984,80.5036695666373,6.85000000000000,10262.85714285710,2183.250000000000,172.3525000000000,96.9800000000000,1834.785714285710,17826.22619047620,717.056500000000,320.881932486436
